sale_id;date;time;store_id;store_type;zone;surface;open_to_clients_hours;open_days;foot_traffic_by_hour;employee_id;monthly_salary;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;has_loyalty_card;loyalty_points_used;loyalty_points_earned;product_id;price_sold;base_price;brand;category;model;size;color;is_best_seller
V1494217622;2024-03-19;12:46;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0097;F;50;True;30;5;P030;56,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6158467405;2024-03-29;11:27;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0088;F;35;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8150695795;2024-03-20;11:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0076;M;66;True;40;15;P010;148,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V5219182164;2024-03-10;14:13;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0265;F;39;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6224391757;2024-03-19;15:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0114;F;52;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V6018512046;2024-03-09;18:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0076;M;66;True;10;5;P030;58,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4325459264;2024-03-11;16:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0087;F;63;True;10;15;P010;151,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V4325459264;2024-03-11;16:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0087;F;63;True;10;15;G010;30,0;30,0;Bonnet;Bonnet;Bonnet;M;None;False
V9425780305;2024-03-26;15:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0227;F;42;True;0;15;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V1901634346;2024-03-16;09:50;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0235;F;45;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1901634346;2024-03-16;09:50;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0235;F;45;False;0;0;G030;10,0;10,0;Bonnet;Bonnet;Bonnet;M;None;False
V1381038531;2024-03-16;18:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0055;F;68;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6232945426;2024-03-29;17:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0150;F;33;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6232945426;2024-03-29;17:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0150;F;33;False;0;0;G030;30,0;30,0;Tee-short;Tee-short;Tee-short;L;None;False
V7163665647;2024-03-13;17:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0028;M;35;False;0;0;P034;118,94999999999999;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V9594462686;2024-03-30;09:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0187;F;39;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V1491853873;2024-03-13;15:02;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0021;F;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5403759900;2024-03-11;13:19;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0187;F;39;True;30;5;P030;56,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7853231942;2024-03-22;11:20;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0226;F;36;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V6204039596;2024-03-22;17:16;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0161;M;34;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6204039596;2024-03-22;17:16;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0161;M;34;False;0;0;G030;40,0;40,0;Bonnet;Bonnet;Bonnet;XL;None;False
V6636821868;2024-03-27;14:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0194;M;49;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9878379782;2024-03-02;10:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0022;M;34;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4436563348;2024-03-30;11:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0168;M;35;True;0;14;P034;141,91;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V5164168600;2024-03-30;11:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0088;F;35;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V5164168600;2024-03-30;11:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0088;F;35;True;0;11;G037;10,0;10,0;Lacets;Lacets;Lacets;XL;None;False
V1451445843;2024-03-04;12:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0146;F;40;True;10;11;P037;113,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V4530020997;2024-03-30;16:14;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0229;F;72;True;0;16;P034;145,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V4204829980;2024-03-29;16:50;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0208;F;40;True;0;5;P030;36,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8724544671;2024-03-12;15:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0026;M;50;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6250464566;2024-03-07;18:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0291;F;48;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V9661480628;2024-03-29;10:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0199;M;48;True;0;16;P034;147,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V2305960776;2024-03-25;13:40;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0108;F;39;False;0;0;P031;114,19;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3835260065;2024-03-20;13:23;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0026;M;50;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V5891541150;2024-03-22;16:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0282;M;48;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1431339190;2024-03-12;17:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0013;F;32;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V1701115109;2024-03-28;09:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0289;F;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6443799820;2024-03-04;09:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0060;F;25;True;10;13;P035;134,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V3341790961;2024-03-16;11:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0245;M;30;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3015844419;2024-03-26;13:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0032;F;37;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1245546873;2024-03-20;13:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0232;F;44;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V1245546873;2024-03-20;13:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0232;F;44;False;0;0;G010;30,0;30,0;Lacets;Lacets;Lacets;M;None;False
V6120718818;2024-03-05;18:13;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0091;M;30;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8729895735;2024-03-07;16:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0121;M;29;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1454150506;2024-03-22;10:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0223;F;41;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3547564296;2024-03-25;09:50;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0280;M;50;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V4659185945;2024-03-28;09:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0209;M;36;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4659185945;2024-03-28;09:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0209;M;36;False;0;0;G030;10,0;10,0;Lunettes;Lunettes;Lunettes;S;None;False
V4659185945;2024-03-28;09:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0209;M;36;False;0;0;G030;40,0;40,0;Bonnet;Bonnet;Bonnet;L;None;False
V4659185945;2024-03-28;09:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0209;M;36;False;0;0;G030;30,0;30,0;Tee-short;Tee-short;Tee-short;XS;None;False
V3074379784;2024-03-25;17:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0125;F;42;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V9142661127;2024-03-29;17:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0010;M;37;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V9685134244;2024-03-09;16:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0094;M;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3608541900;2024-03-30;09:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0290;M;37;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V1784813392;2024-03-13;12:50;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0058;M;29;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8701658994;2024-03-21;09:22;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0114;F;52;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5281629067;2024-03-23;13:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0022;M;34;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9683222483;2024-03-07;11:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0130;F;37;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3162266736;2024-03-28;13:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0208;F;40;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1953374337;2024-03-02;09:41;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0100;F;39;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V7364736328;2024-03-26;09:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0225;F;47;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V7364736328;2024-03-26;09:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0225;F;47;False;0;0;G035;40,0;40,0;Echarpe;Echarpe;Echarpe;M;None;False
V2290428908;2024-03-22;15:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0103;F;41;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1334382947;2024-03-14;18:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0196;M;45;False;0;0;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V6145229656;2024-03-08;17:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0029;M;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9289401298;2024-03-07;13:24;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0218;M;35;True;0;5;P030;56,65;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9114675537;2024-03-26;15:00;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0088;F;35;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V1667965576;2024-03-15;16:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0047;M;62;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5365929677;2024-03-06;11:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0011;M;46;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V9141124084;2024-03-14;11:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0046;M;48;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V7034146791;2024-03-30;09:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0034;F;29;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7034146791;2024-03-30;09:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0034;F;29;False;0;0;G030;20,0;20,0;Lacets;Lacets;Lacets;S;None;False
V7400662186;2024-03-04;15:41;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0001;F;36;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V8779646422;2024-03-11;18:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0289;F;42;True;30;5;P030;56,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7721256543;2024-03-19;14:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0137;M;32;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3231386111;2024-03-30;11:00;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0095;M;45;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V6109419678;2024-03-13;13:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0232;F;44;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V9390173431;2024-03-04;15:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0121;M;29;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V9390173431;2024-03-04;15:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0121;M;29;True;0;15;G031;40,0;40,0;Lunettes;Lunettes;Lunettes;XS;None;False
V7165304537;2024-03-12;17:03;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0189;M;34;False;0;0;P034;148,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V3184400513;2024-03-05;09:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0184;F;34;True;0;14;P031;144,64;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3184400513;2024-03-05;09:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0184;F;34;True;0;14;G031;20,0;20,0;Lunettes;Lunettes;Lunettes;L;None;False
V8997448289;2024-03-25;16:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0044;F;26;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8997448289;2024-03-25;16:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0044;F;26;True;0;5;G030;20,0;20,0;Tee-short;Tee-short;Tee-short;M;None;False
V8115989024;2024-03-02;10:24;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0017;M;40;False;0;0;P030;36,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8115989024;2024-03-02;10:24;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0017;M;40;False;0;0;G030;40,0;40,0;Lacets;Lacets;Lacets;XS;None;False
V3164787697;2024-03-08;10:19;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0042;F;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3164787697;2024-03-08;10:19;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0042;F;46;True;0;5;G030;30,0;30,0;Bonnet;Bonnet;Bonnet;M;None;False
V3164787697;2024-03-08;10:19;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0042;F;46;True;0;5;G030;20,0;20,0;Echarpe;Echarpe;Echarpe;M;None;False
V1848677913;2024-03-10;10:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0240;M;25;True;0;5;P030;56,64;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1848677913;2024-03-10;10:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0240;M;25;True;0;5;G030;10,0;10,0;Tee-short;Tee-short;Tee-short;M;None;False
V5237990906;2024-03-08;14:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0097;F;50;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3982537138;2024-03-04;17:19;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0269;F;37;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5656907847;2024-03-16;12:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0200;F;53;False;0;0;P010;106,58;152,25;New Balance;Running;Flex;42;Red Blood;False
V5656907847;2024-03-16;12:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0200;F;53;False;0;0;G010;20,0;20,0;Echarpe;Echarpe;Echarpe;S;None;False
V7193651248;2024-03-30;15:13;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0122;M;44;True;10;5;P030;58,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7637029838;2024-03-14;15:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0103;F;41;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V3023234620;2024-03-02;10:05;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0245;M;30;False;0;0;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V2957954626;2024-03-02;13:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0221;M;40;False;0;0;P010;129,41;152,25;New Balance;Running;Flex;42;Red Blood;False
V4123359343;2024-03-16;11:34;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0099;F;46;False;0;0;P037;97,28;114,45;New Balance;Running;Elite;41;Premium Black;False
V4123359343;2024-03-16;11:34;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0099;F;46;False;0;0;G037;10,0;10,0;Echarpe;Echarpe;Echarpe;S;None;False
V1564714922;2024-03-02;12:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0020;F;38;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V7128918535;2024-03-12;11:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0050;F;23;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9344272682;2024-03-13;12:50;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0089;F;32;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V1967091494;2024-03-25;18:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0032;F;37;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V9285624588;2024-03-10;15:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0166;F;33;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5485504835;2024-03-23;09:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0177;F;30;False;0;0;P030;52,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9581790223;2024-03-13;10:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0115;M;36;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V5343631307;2024-03-27;14:40;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0172;F;52;True;10;16;P034;165,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V3023970279;2024-03-16;10:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0076;M;66;True;0;13;P035;120,44999999999999;135,45;New Balance;Basketball;Zoom;37;Pink;False
V1705929433;2024-03-05;14:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0219;F;42;True;0;5;P030;36,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
